"lat","lon","APN","SEQUENCE","RDNUM","RDPREDIR","RDPREFIX","RDNAME","RDSUFFIX","RDPOSTDIR","COMMUNITY","ADDRCOMB"
"-120.874211490653","39.9465355623309","117130025000","0","992",,,"CHANDLER","RD",,"AMERICAN VALLEY","992 CHANDLER RD"
"-120.889616442269","39.9567803244892","117070032000","0","2011",,,"CHANDLER","RD",,"AMERICAN VALLEY","2011 CHANDLER RD"
"-120.87809614619","39.9473909302371","117070037000","0","981",,,"CHANDLER","RD",,"AMERICAN VALLEY","981 CHANDLER RD"
"-120.881628392881","39.9496327108361","117070048000","0","1275",,,"CHANDLER","RD",,"AMERICAN VALLEY","1275 CHANDLER RD"
"-120.891039728932","39.9590985221697","117080003000","0","2214",,,"CHANDLER","RD",,"AMERICAN VALLEY","2214 CHANDLER RD"
"-120.89069541651","39.9588756035872","117080004000","0","2192",,,"CHANDLER","RD",,"AMERICAN VALLEY","2192 CHANDLER RD"
"-120.890353564271","39.9586506201253","117080005000","0","2168",,,"CHANDLER","RD",,"AMERICAN VALLEY","2168 CHANDLER RD"
"-120.890046100558","39.9584190589764","117080006000","0","2144",,,"CHANDLER","RD",,"AMERICAN VALLEY","2144 CHANDLER RD"
"-120.889680074954","39.9580963111936","117080007000","0","2114",,,"CHANDLER","RD",,"AMERICAN VALLEY","2114 CHANDLER RD"
"-120.891394859032","39.9593584192242","117080008000","0","2238",,,"CHANDLER","RD",,"AMERICAN VALLEY","2238 CHANDLER RD"
"-120.889309240011","39.9577901969551","117091001000","0","2060",,,"CHANDLER","RD",,"AMERICAN VALLEY","2060 CHANDLER RD"
"-120.889087232795","39.9575706191041","117091002000","0","2036",,,"CHANDLER","RD",,"AMERICAN VALLEY","2036 CHANDLER RD"
"-120.940297343816","39.9818941799216","005200025000","0","5955",,,"CHANDLER","RD",,"AMERICAN VALLEY","5955 CHANDLER RD"
"-120.939100373052","39.9816296789978","005200007000","0","5884",,,"CHANDLER","RD",,"AMERICAN VALLEY","5884 CHANDLER RD"
"-120.940337832961","39.9825728629919","005200010000","0","5972",,,"CHANDLER","RD",,"AMERICAN VALLEY","5972 CHANDLER RD"
"-120.939770408834","39.9813377140568","005200024000","0","5929",,,"CHANDLER","RD",,"AMERICAN VALLEY","5929 CHANDLER RD"
"-120.939232802908","39.9809012246725","005200013000","0","5865",,,"CHANDLER","RD",,"AMERICAN VALLEY","5865 CHANDLER RD"
"-120.939324237917","39.98193726536","005200018000","0","5912",,,"CHANDLER","RD",,"AMERICAN VALLEY","5912 CHANDLER RD"
"-120.939483029399","39.9826617928531","005200020000","0","5938",,,"CHANDLER","RD",,"AMERICAN VALLEY","5938 CHANDLER RD"
"-120.938334953663","39.9793663194464","005200028000","0","5749",,,"CHANDLER","RD",,"AMERICAN VALLEY","5749 CHANDLER RD"
"-120.937646527067","39.9793715811509","005200029000","0","5733",,,"CHANDLER","RD",,"AMERICAN VALLEY","5733 CHANDLER RD"
"-120.92930347812","39.9654842342795","005240029000","0","4951",,,"CHANDLER","RD",,"QUINCY","4951 CHANDLER RD"
"-120.936273244765","39.977037974712","005260001000","0","5661",,,"CHANDLER","RD",,"AMERICAN VALLEY","5661 CHANDLER RD"
"-120.935882211781","39.9770448201881","005260002000","0","5628",,,"CHANDLER","RD",,"AMERICAN VALLEY","5628 CHANDLER RD"
"-120.936167567993","39.9766969269813","005260003000","0","5633",,,"CHANDLER","RD",,"AMERICAN VALLEY","5633 CHANDLER RD"
"-120.93584180724","39.9763971260479","005260004000","0","5605",,,"CHANDLER","RD",,"AMERICAN VALLEY","5605 CHANDLER RD"
"-120.935719993312","39.9755362600459","005260006000","0","5555",,,"CHANDLER","RD",,"AMERICAN VALLEY","5555 CHANDLER RD"
"-120.934790416888","39.9756438855525","005260007000","0","5484",,,"CHANDLER","RD",,"AMERICAN VALLEY","5484 CHANDLER RD"
"-120.93480136326","39.9762247863376","005260008000","0","5580",,,"CHANDLER","RD",,"AMERICAN VALLEY","5580 CHANDLER RD"
"-120.934855944078","39.9746703846064","005270001000","0","5497",,,"CHANDLER","RD",,"AMERICAN VALLEY","5497 CHANDLER RD"
"-120.935588951071","39.9732371488629","005270002000","0","5455",,,"CHANDLER","RD",,"AMERICAN VALLEY","5455 CHANDLER RD"
"-120.93381206924","39.9735607826066","005270003000","0","5429",,,"CHANDLER","RD",,"AMERICAN VALLEY","5429 CHANDLER RD"
"-120.93257838575","39.9736872173248","005270004000","0","5353",,,"CHANDLER","RD",,"AMERICAN VALLEY","5353 CHANDLER RD"
"-120.932044934477","39.9741408385304","005270009000","0","5350",,,"CHANDLER","RD",,"AMERICAN VALLEY","5350 CHANDLER RD"
"-120.933373423016","39.9743924907146","005270010000","0","5436",,,"CHANDLER","RD",,"AMERICAN VALLEY","5436 CHANDLER RD"
"-120.932596176876","39.9742913814983","005270011000","0","5386",,,"CHANDLER","RD",,"AMERICAN VALLEY","5386 CHANDLER RD"
"-120.932307967934","39.9732449320719","005280001000","0","5297",,,"CHANDLER","RD",,"AMERICAN VALLEY","5297 CHANDLER RD"
"-120.932885583046","39.9730124913098","005280002000","0","5275",,,"CHANDLER","RD",,"AMERICAN VALLEY","5275 CHANDLER RD"
"-120.932356923543","39.9726157781754","005280007000","0","5259",,,"CHANDLER","RD",,"AMERICAN VALLEY","5259 CHANDLER RD"
"-120.932356923543","39.9726157781754","005280007000","1","5233",,,"CHANDLER","RD",,"AMERICAN VALLEY","5233 CHANDLER RD"
"-120.932357055316","39.9721896762878","005280008000","0","5209",,,"CHANDLER","RD",,"AMERICAN VALLEY","5209 CHANDLER RD"
"-120.933596323092","39.972315498104","005280006000","0","5195",,,"CHANDLER","RD",,"AMERICAN VALLEY","5195 CHANDLER RD"
"-120.900504864822","39.9571302675815","005290051000","0","2800",,,"CHANDLER","RD",,"AMERICAN VALLEY","2800 CHANDLER RD"
"-120.912599302828","39.9685620730456","005350001000","0","3730",,,"CHANDLER","RD",,"AMERICAN VALLEY","3730 CHANDLER RD"
"-120.912066973826","39.9660983827383","005350003000","0","3546",,,"CHANDLER","RD",,"AMERICAN VALLEY","3546 CHANDLER RD"
"-120.912017820054","39.9651932237227","005350005000","0","3531",,,"CHANDLER","RD",,"AMERICAN VALLEY","3531 CHANDLER RD"
"-120.913394664656","39.9661319764835","005350008000","0","3701",,,"CHANDLER","RD",,"AMERICAN VALLEY","3701 CHANDLER RD"
"-120.912594071124","39.9654770429985","005350009000","0","3565",,,"CHANDLER","RD",,"AMERICAN VALLEY","3565 CHANDLER RD"
"-120.911211810941","39.9658824288923","005350012000","0","3494",,,"CHANDLER","RD",,"AMERICAN VALLEY","3494 CHANDLER RD"
"-120.929842860942","39.9677232185532","005430002000","0","4880",,,"CHANDLER","RD",,"AMERICAN VALLEY","4880 CHANDLER RD"
"-120.928152232606","39.9674699640778","005430003000","0","4674",,,"CHANDLER","RD",,"AMERICAN VALLEY","4674 CHANDLER RD"
"-120.919278298052","39.9658760942331","005430005000","0","4114",,,"CHANDLER","RD",,"AMERICAN VALLEY","4114 CHANDLER RD"
"-120.921918309157","39.9679944981642","005430006000","0","4332",,,"CHANDLER","RD",,"AMERICAN VALLEY","4332 CHANDLER RD"
"-120.921092989831","39.9676944775699","005430007000","0","4280",,,"CHANDLER","RD",,"AMERICAN VALLEY","4280 CHANDLER RD"
"-120.920983172456","39.9670333172658","005430008000","0","4206",,,"CHANDLER","RD",,"AMERICAN VALLEY","4206 CHANDLER RD"
"-120.919551022718","39.9652446283105","005430011000","0","4101",,,"CHANDLER","RD",,"AMERICAN VALLEY","4101 CHANDLER RD"
"-120.918007748128","39.9672765844939","005430014000","1","3990",,,"CHANDLER","RD",,"AMERICAN VALLEY","3990 CHANDLER RD"
"-120.917616467524","39.9655004301606","005430015000","0","3991",,,"CHANDLER","RD",,"AMERICAN VALLEY","3991 CHANDLER RD"
"-120.930196809188","39.9685657779319","005430016000","0","4950",,,"CHANDLER","RD",,"AMERICAN VALLEY","4950 CHANDLER RD"
"-120.930211737441","39.9691543228718","005430017000","0","4988",,,"CHANDLER","RD",,"AMERICAN VALLEY","4988 CHANDLER RD"
"-120.93031595704","39.969694791324","005430018000","0","5026",,,"CHANDLER","RD",,"AMERICAN VALLEY","5026 CHANDLER RD"
"-120.930576446449","39.9709311120483","005430019000","0","5112",,,"CHANDLER","RD",,"AMERICAN VALLEY","5112 CHANDLER RD"
"-120.90725945116","39.9645217758698","005440002000","0","3370",,,"CHANDLER","RD",,"AMERICAN VALLEY","3370 CHANDLER RD"
"-120.905548864603","39.9641069480765","005440005000","0","3276",,,"CHANDLER","RD",,"AMERICAN VALLEY","3276 CHANDLER RD"
"-120.904974805394","39.9640506707611","005440006000","0","3248",,,"CHANDLER","RD",,"AMERICAN VALLEY","3248 CHANDLER RD"
"-120.903435961824","39.9629051619818","005440016000","0","3138",,,"CHANDLER","RD",,"AMERICAN VALLEY","3138 CHANDLER RD"
"-120.902810728625","39.9628999677011","005440017000","0","3094",,,"CHANDLER","RD",,"AMERICAN VALLEY","3094 CHANDLER RD"
"-120.90816277924","39.9648222538116","005440018000","0","3432",,,"CHANDLER","RD",,"AMERICAN VALLEY","3432 CHANDLER RD"
"-120.906603998482","39.9646038710756","005440019000","0","3336",,,"CHANDLER","RD",,"AMERICAN VALLEY","3336 CHANDLER RD"
"-120.906129434274","39.9645166445074","005440021000","0","3306",,,"CHANDLER","RD",,"AMERICAN VALLEY","3306 CHANDLER RD"
"-120.904267789135","39.9632930166556","005440022000","0","3196",,,"CHANDLER","RD",,"AMERICAN VALLEY","3196 CHANDLER RD"
"-120.897207524582","39.9612731608595","005450017000","0","2590",,,"CHANDLER","RD",,"AMERICAN VALLEY","2590 CHANDLER RD"
"-120.901910398858","39.9626628914184","005450022000","0","3042",,,"CHANDLER","RD",,"AMERICAN VALLEY","3042 CHANDLER RD"
"-120.900543702594","39.9615278891208","005450025000","0","2929",,,"CHANDLER","RD",,"AMERICAN VALLEY","2929 CHANDLER RD"
"-120.899913561817","39.9611707299399","005450027000","0","2831",,,"CHANDLER","RD",,"AMERICAN VALLEY","2831 CHANDLER RD"
"-120.899569974696","39.9611969208938","005450028000","0","2825",,,"CHANDLER","RD",,"AMERICAN VALLEY","2825 CHANDLER RD"
"-120.901068011419","39.9624432244625","005450032000","0","3098",,,"CHANDLER","RD",,"AMERICAN VALLEY","3098 CHANDLER RD"
"-120.893687497693","39.9604917117398","005460006000","0","2346",,,"CHANDLER","RD",,"AMERICAN VALLEY","2346 CHANDLER RD"
"-120.89224397491","39.9598097963149","005460007000","0","2254",,,"CHANDLER","RD",,"AMERICAN VALLEY","2254 CHANDLER RD"
"-120.898239097556","39.9606501760468","005460008000","0","2401",,,"CHANDLER","RD",,"AMERICAN VALLEY","2401 CHANDLER RD"
"-120.894902984164","39.9596525736093","005460009000","0","2400",,,"CHANDLER","RD",,"AMERICAN VALLEY","2400 CHANDLER RD"
"-120.894902984164","39.9596525736093","005460009000","1","2591",,,"CHANDLER","RD",,"AMERICAN VALLEY","2591 CHANDLER RD"
"-120.909768556924","39.965907468353","005490006000","0","3470",,,"CHANDLER","RD",,"AMERICAN VALLEY","3470 CHANDLER RD"
"-120.909184973979","39.9653347303192","005490013000","0","3450",,,"CHANDLER","RD",,"AMERICAN VALLEY","3450 CHANDLER RD"
"-120.910166599244","39.9649468932877","005490014000","0","3469",,,"CHANDLER","RD",,"AMERICAN VALLEY","3469 CHANDLER RD"
"-120.909591999231","39.9672927134772","005490015000","0","3480",,,"CHANDLER","RD",,"QUINCY","3480 CHANDLER RD"
"-120.932307967934","39.9732449320719","005280001000","1","5299",,,"CHANDLER","RD",,"AMERICAN VALLEY","5299 CHANDLER RD"
"-120.913121300832","39.9678620573475","005350011000","0","3720",,,"CHANDLER","RD",,"AMERICAN VALLEY","3720 CHANDLER RD"
"-120.884490316269","39.9535111529683","117112003000","1","1646",,,"CHANDLER","RD",,"AMERICAN VALLEY","1646 CHANDLER RD"
"-120.93836483868","39.9813251483079","005200049000","0","5816",,,"CHANDLER","RD",,"AMERICAN VALLEY","5816 CHANDLER RD"
"-120.937019837235","39.9796344018581","005200030000","0","5738",,,"CHANDLER","RD",,"AMERICAN VALLEY","5738 CHANDLER RD"
"-120.938405349465","39.9803598785288","005200026000","0","5819",,,"CHANDLER","RD",,"AMERICAN VALLEY","5819 CHANDLER RD"
"-120.938306188184","39.9799072807363","005200027000","0","5771",,,"CHANDLER","RD",,"AMERICAN VALLEY","5771 CHANDLER RD"
"-120.93679404893","39.9791884090064","005200031000","0","5688",,,"CHANDLER","RD",,"AMERICAN VALLEY","5688 CHANDLER RD"
"-120.468745462213","39.8214288372961","125051058000","0","800",,,"CHAPARRAL","ST",,"PORTOLA","800 CHAPARRAL ST"
"-120.469869367941","39.8214101237994","125051059000","0","805",,,"CHAPARRAL","ST",,"PORTOLA","805 CHAPARRAL ST"
"-120.468973045118","39.8176687665153","125440006000","0","550",,,"CHAPARRAL","ST",,"PORTOLA","550 CHAPARRAL ST"
"-121.237324673221","40.3013472978597","100470001000","4","3",,,"CHATEAU","WAY",,"CHESTER","3 CHATEAU WAY"
"-121.238141068165","40.3013103792753","100470001000","5","4",,,"CHATEAU","WAY",,"CHESTER","4 CHATEAU WAY"
"-121.238486794344","40.3013126803137","100470001000","6","5",,,"CHATEAU","WAY",,"CHESTER","5 CHATEAU WAY"
"-121.239060519464","40.3013323806235","100470001000","7","6",,,"CHATEAU","WAY",,"CHESTER","6 CHATEAU WAY"
"-121.239586563082","40.3012882266826","100470001000","8","7",,,"CHATEAU","WAY",,"CHESTER","7 CHATEAU WAY"
"-121.240070939456","40.3012596777418","100470001000","9","8",,,"CHATEAU","WAY",,"CHESTER","8 CHATEAU WAY"
"-121.240109830753","40.3008787349462","100470001000","10","9",,,"CHATEAU","WAY",,"CHESTER","9 CHATEAU WAY"
"-121.23961180678","40.3008913101648","100470001000","11","10",,,"CHATEAU","WAY",,"CHESTER","10 CHATEAU WAY"
"-121.239030450644","40.300935096417","100470001000","12","11",,,"CHATEAU","WAY",,"CHESTER","11 CHATEAU WAY"
"-121.238477231763","40.3009367105791","100470001000","13","12",,,"CHATEAU","WAY",,"CHESTER","12 CHATEAU WAY"
"-120.883322401833","39.9387703375707","117300001000","1","549",,,"CHEMISE","WAY",,"AMERICAN VALLEY","549 CHEMISE WAY"
"-120.8835068065","39.9396638773803","117140025000","1","605",,,"CHEMISE","WAY",,"AMERICAN VALLEY","605 CHEMISE WAY"
"-120.935878588863","40.1364679040937","110340015000","0","43",,,"CHENEY","ST",,"GREENVILLE","43 CHENEY ST"
"-120.935984413776","40.1361697900013","110340016000","0","67",,,"CHENEY","ST",,"GREENVILLE","67 CHENEY ST"
"-120.935842304698","40.135883404005","110340017000","0","85",,,"CHENEY","ST",,"GREENVILLE","85 CHENEY ST"
"-120.936020183154","40.1354980907934","110340018000","0","105",,,"CHENEY","ST",,"GREENVILLE","105 CHENEY ST"
"-120.937273164302","40.1355384924063","110340025000","0","104",,,"CHENEY","ST",,"GREENVILLE","104 CHENEY ST"
"-120.936329586595","40.1368939180858","110340021000","0","24",,,"CHENEY","ST",,"GREENVILLE","24 CHENEY ST"
"-120.935691827924","40.1368434482611","110340020000","0","25",,,"CHENEY","ST",,"GREENVILLE","25 CHENEY ST"
"-120.936429748721","40.1366088171846","110340022000","0","42",,,"CHENEY","ST",,"GREENVILLE","42 CHENEY ST"
"-120.936730459408","40.1363203872866","110340023000","0","66",,,"CHENEY","ST",,"GREENVILLE","66 CHENEY ST"
"-120.936910987965","40.1360237355317","110340024000","0","84",,,"CHENEY","ST",,"GREENVILLE","84 CHENEY ST"
"-120.937273164302","40.1355384924063","110340025000","1","162",,,"CHENEY","ST",,"GREENVILLE","162 CHENEY ST"
"-121.09293652629","40.2710452879571","104231004000","0","3724",,,"CHER MAR","LN",,"HAMILTON BRANCH","3724 CHER MAR LN"
"-121.093071278731","40.2706770903885","104231005000","0","3734",,,"CHER MAR","LN",,"HAMILTON BRANCH","3734 CHER MAR LN"
"-121.091913394717","40.2714923997531","104232009000","1","3715",,,"CHER MAR","LN",,"HAMILTON BRANCH","3715 CHER MAR LN"
"-121.091998874464","40.2709041252743","104232011000","0","3725",,,"CHER MAR","LN",,"HAMILTON BRANCH","3725 CHER MAR LN"
"-121.092145085238","40.27043450345","104232012000","0","3735",,,"CHER MAR","LN",,"HAMILTON BRANCH","3735 CHER MAR LN"
"-121.093255187194","40.2699108091526","104242005000","0","3754",,,"CHER MAR","LN",,"HAMILTON BRANCH","3754 CHER MAR LN"
"-121.092613116375","40.2696030783232","104242006000","0","3755",,,"CHER MAR","LN",,"HAMILTON BRANCH","3755 CHER MAR LN"
"-121.092316728058","40.2699824456255","104242007000","0","3745",,,"CHER MAR","LN",,"HAMILTON BRANCH","3745 CHER MAR LN"
"-121.093215300357","40.2703118167964","104242009000","0","3744",,,"CHER MAR","LN",,"HAMILTON BRANCH","3744 CHER MAR LN"
"-120.475632728679","39.8237007173728","125051009000","1","1275",,,"CHERRY","CIR",,"PORTOLA","1275 CHERRY CIR"
"-120.474638224623","39.8237012453529","125051010000","0","1276",,,"CHERRY","CIR",,"PORTOLA","1276 CHERRY CIR"
"-120.472787791778","39.8237022048253","125051011000","0","1376",,,"CHERRY","CIR",,"PORTOLA","1376 CHERRY CIR"
"-120.472421192898","39.8223407607299","125051012000","0","1435",,,"CHERRY","CIR",,"PORTOLA","1435 CHERRY CIR"
"-120.472368855118","39.8214208043213","125051013000","0","1465",,,"CHERRY","CIR",,"PORTOLA","1465 CHERRY CIR"
"-120.473329001862","39.8214157780942","125051014000","0","1470",,,"CHERRY","CIR",,"PORTOLA","1470 CHERRY CIR"
"-120.473396609414","39.8223368893218","125051015000","0","1430",,,"CHERRY","CIR",,"PORTOLA","1430 CHERRY CIR"
"-120.475758827089","39.8214063082199","125051085000","0","1133",,,"CHERRY","CIR",,"PORTOLA","1133 CHERRY CIR"
"-120.475165945141","39.8214080001791","125051086000","0","1145",,,"CHERRY","CIR",,"PORTOLA","1145 CHERRY CIR"
"-120.474387289861","39.8214107392462","125051087000","0","1151",,,"CHERRY","CIR",,"PORTOLA","1151 CHERRY CIR"
"-121.233362944269","40.2911253507","100410027000","0","557",,,"CHESTER AIRPORT","RD",,"CHESTER","557 CHESTER AIRPORT RD"
"-121.240335257591","40.2921880622383","100410045000","1","146",,,"CHESTER AIRPORT","RD",,"CHESTER","146 CHESTER AIRPORT RD"
"-121.240692002488","40.2908592755766","100410046000","0","251",,,"CHESTER AIRPORT","RD",,"CHESTER","251 CHESTER AIRPORT RD"
"-121.295540850076","40.3895972431267","011060001000","0","8000",,,"CHESTER JUNIPER LAKE","RD",,"WARNER VALLEY","8000 CHESTER JUNIPER LAKE RD"
"-121.406219033084","40.444896335925","011010003000","0","14423",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","14423 CHESTER WARNER VALLEY RD"
"-121.342078834668","40.4329422483541","011130004000","0","12200",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","12200 CHESTER WARNER VALLEY RD"
"-121.343317045632","40.4313260631267","011130006000","0","12472",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","12472 CHESTER WARNER VALLEY RD"
"-121.345461934995","40.4277001159184","011130007000","0","12425",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","12425 CHESTER WARNER VALLEY RD"
"-121.343297685485","40.4333000115138","011130010000","0","12476",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","12476 CHESTER WARNER VALLEY RD"
"-121.343313602507","40.4316771304947","011130011000","0","12474",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","12474 CHESTER WARNER VALLEY RD"
"-121.343163349896","40.4285427416257","011130013000","0","12247",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","12247 CHESTER WARNER VALLEY RD"
"-121.343163349896","40.4285427416257","011130013000","1","12345",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","12345 CHESTER WARNER VALLEY RD"
"-121.351915364589","40.4366070933659","011140001000","0","12950",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","12950 CHESTER WARNER VALLEY RD"
"-121.351556922135","40.4365627230152","011140002000","0","12932",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","12932 CHESTER WARNER VALLEY RD"
"-121.351348576747","40.4362992935296","011140004000","0","12912",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","12912 CHESTER WARNER VALLEY RD"
"-121.350988366989","40.4360962484343","011140005000","0","12894",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","12894 CHESTER WARNER VALLEY RD"
"-121.350943772374","40.4357687647674","011140006000","0","12874",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","12874 CHESTER WARNER VALLEY RD"
"-121.350542432213","40.4357379409533","011140007000","0","12856",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","12856 CHESTER WARNER VALLEY RD"
"-121.350368150607","40.4354383027943","011140008000","0","12836",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","12836 CHESTER WARNER VALLEY RD"
"-121.350022212066","40.4354120042296","011140009000","0","12816",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","12816 CHESTER WARNER VALLEY RD"
"-121.34975211925","40.4352053400761","011140010000","0","12798",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","12798 CHESTER WARNER VALLEY RD"
"-121.349365216048","40.4350205927573","011140011000","0","12780",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","12780 CHESTER WARNER VALLEY RD"
"-121.34908660844","40.4345491452583","011140014000","0","12760",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","12760 CHESTER WARNER VALLEY RD"
"-121.348742510905","40.4338924117712","011150002000","0","12704",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","12704 CHESTER WARNER VALLEY RD"
"-121.3485333544","40.433669389988","011150003000","0","12684",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","12684 CHESTER WARNER VALLEY RD"
"-121.348336906984","40.4334154270553","011150004000","0","12666",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","12666 CHESTER WARNER VALLEY RD"
"-121.347853209718","40.4327157280079","011150007000","0","12620",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","12620 CHESTER WARNER VALLEY RD"
"-121.34756934995","40.4323838988931","011150008000","0","12592",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","12592 CHESTER WARNER VALLEY RD"
"-121.347249413826","40.4320954740745","011150010000","0","12558",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","12558 CHESTER WARNER VALLEY RD"
"-121.346916114129","40.4319157500652","011150011000","0","12542",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","12542 CHESTER WARNER VALLEY RD"
"-121.34649223656","40.4316913184806","011150013000","0","12510",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","12510 CHESTER WARNER VALLEY RD"
"-121.346242770252","40.4314979813718","011150014000","0","12484",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","12484 CHESTER WARNER VALLEY RD"
"-121.346949266704","40.4330302845614","011150015000","0","12532",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","12532 CHESTER WARNER VALLEY RD"
"-121.346869371021","40.4326868556179","011150016000","0","12522",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","12522 CHESTER WARNER VALLEY RD"
"-121.34649577029","40.4326343086301","011150017000","0","12508",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","12508 CHESTER WARNER VALLEY RD"
"-121.346203176706","40.4326473429435","011150018000","0","12500",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","12500 CHESTER WARNER VALLEY RD"
"-121.346333121808","40.4323343323522","011150019000","0","12492",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","12492 CHESTER WARNER VALLEY RD"
"-121.348893916273","40.434198829683","011150020000","0","12722",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","12722 CHESTER WARNER VALLEY RD"
"-121.331553432985","40.4242514039946","011160006000","0","11600",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","11600 CHESTER WARNER VALLEY RD"
"-121.336587534616","40.4218536055051","011160007000","0","11601",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","11601 CHESTER WARNER VALLEY RD"
"-121.321182882829","40.4181430454735","011160010000","0","10676",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","10676 CHESTER WARNER VALLEY RD"
"-121.335232948277","40.4271024647007","011170001000","0","11926",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","11926 CHESTER WARNER VALLEY RD"
"-121.334019495018","40.4258155277731","011170002000","0","11812",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","11812 CHESTER WARNER VALLEY RD"
"-121.333985321081","40.4250439374433","011170003000","0","11778",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","11778 CHESTER WARNER VALLEY RD"
"-121.333893979921","40.4246394087488","011170004000","0","11750",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","11750 CHESTER WARNER VALLEY RD"
"-121.333773120074","40.4243341052543","011180001000","0","11720",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","11720 CHESTER WARNER VALLEY RD"
"-121.333459804661","40.4237907449004","011180002000","0","11680",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","11680 CHESTER WARNER VALLEY RD"
"-121.333283822134","40.4241286693154","011180004000","0","11700",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","11700 CHESTER WARNER VALLEY RD"
"-121.332939502452","40.4235915479531","011180006000","0","11650",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","11650 CHESTER WARNER VALLEY RD"
"-121.332461265979","40.4235904622362","011180007000","0","11628",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","11628 CHESTER WARNER VALLEY RD"
"-121.332211907695","40.4233187812715","011180008000","0","11606",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","11606 CHESTER WARNER VALLEY RD"
"-121.331921807561","40.4231157712198","011180009000","0","11586",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","11586 CHESTER WARNER VALLEY RD"
"-121.331640722559","40.4228186138014","011180010000","0","11566",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","11566 CHESTER WARNER VALLEY RD"
"-121.33142973724","40.4226178154218","011180011000","0","11544",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","11544 CHESTER WARNER VALLEY RD"
"-121.331305736456","40.4222043955552","011180012000","0","11518",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","11518 CHESTER WARNER VALLEY RD"
"-121.330725028055","40.4231255560004","011180013000","0","11504",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","11504 CHESTER WARNER VALLEY RD"
"-121.33048942843","40.4229471627166","011180014000","0","11484",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","11484 CHESTER WARNER VALLEY RD"
"-121.3305429671","40.4224430436225","011180015000","0","11464",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","11464 CHESTER WARNER VALLEY RD"
"-121.330303058018","40.4221549757969","011180016000","0","11444",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","11444 CHESTER WARNER VALLEY RD"
"-121.330742632162","40.4201500335064","011190001000","0","11349",,,"CHESTER WARNER VALLEY","RD",,"WARNER VALLEY","11349 CHESTER WARNER VALLEY RD"
